Fuel type,body type,transmission,ownerNo,Brand,model,modelYear,price,Insurance Validity,Kms Driven,Mileage,Seats,Color,City
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2018,2.8,Third Party insurance,60000,24.7,5,Others,Kolkata
Diesel,Sedan,Manual,1,Ford,Ford Fiesta,2014,2.85,Comprehensive,46315,25.01,5,Brown,Kolkata
Petrol,Sedan,Manual,1,Hyundai,Hyundai Xcent,2015,2.99,Third Party,65000,19.1,5,Blue,Kolkata
Diesel,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2014,2.7,Third Party insurance,90000,24.0,5,Others,Kolkata
Petrol,Sedan,Manual,1,Honda,Honda City,2017,6.99,Comprehensive,32395,17.4,5,Brown,Kolkata
Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2016,8.5,Third Party insurance,89331,16.0,7,Silver,Kolkata
Petrol,Sedan,Automatic,1,Honda,Honda City,2020,12.5,Third Party insurance,10000,17.4,5,Others,Kolkata
Petrol,SUV,Manual,1,Mahindra,Mahindra KUV 100,2016,4.0,Third Party insurance,20000,18.15,6,Red,Kolkata
Petrol,Hatchback,Manual,1,Datsun,Datsun RediGO,2020,3.54,Third Party insurance,10000,21.7,5,Others,Kolkata
Diesel,SUV,Manual,1,Hyundai,Hyundai Venue,2019,8.5,Third Party insurance,36374,23.7,5,White,Kolkata
Petrol,SUV,Manual,1,Nissan,Nissan Magnite,2021,6.69,Comprehensive,20801,20.0,5,Black,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2019,4.81,Comprehensive,43214,18.6,5,Red,Kolkata
Diesel,SUV,Manual,1,Jeep,Jeep Compass,2021,24.0,Third Party insurance,20000,17.1,5,Others,Kolkata
Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2021,11.7,Third Party,31584,19.24556842105263,7,White,Kolkata
Diesel,SUV,Manual,1,Hyundai,Hyundai Creta,2016,6.19,Comprehensive,88755,21.38,5,Others,Kolkata
Petrol,MUV,Automatic,1,Maruti,Maruti Ertiga,2018,8.75,Third Party insurance,50000,17.03,7,Others,Kolkata
Petrol,Hatchback,Automatic,1,Renault,Renault KWID,2020,5.18,Third Party,7277,22.0,5,Others,Kolkata
Diesel,Sedan,Manual,1,Honda,Honda City,2014,4.5,Third Party insurance,44200,26.0,5,White,Kolkata
Petrol,Hatchback,Manual,3,Honda,Honda Brio,2014,2.35,Comprehensive,36920,19.4,5,Brown,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2021,6.2,Third Party,14567,22.38,5,Silver,Kolkata
Diesel,Sedan,Automatic,1,BMW,BMW 5 Series,2019,39.5,Comprehensive,19858,18.12,5,Grey,Kolkata
Diesel,Hatchback,Manual,1,Mahindra,Mahindra KUV 100 NXT,2018,4.5,Third Party insurance,40000,25.32,6,Red,Kolkata
Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2012,2.5,Third Party insurance,30000,18.9,5,Others,Kolkata
Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2018,8.8,Third Party insurance,50000,17.0,5,Others,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio X,2018,4.25,Comprehensive,19000,21.63,5,Orange,Kolkata
Diesel,SUV,Automatic,2,Audi,Audi Q5,2014,11.0,Comprehensive,86331,12.8,5,Blue,Kolkata
Diesel,SUV,Automatic,1,Land Rover,Land Rover Range Rover Evoque,2021,62.0,Comprehensive,15215,19.24556842105263,5,Silicon Silver,Kolkata
Diesel,Sedan,Automatic,2,BMW,BMW 5 Series,2022,57.99,Third Party insurance,5700,20.37,5,Black,Kolkata
Petrol,SUV,Automatic,1,Mahindra,Mahindra XUV700,2022,19.5,Comprehensive,22887,19.24556842105263,5,Dark Blue,Kolkata
Petrol,Hatchback,Manual,1,Tata,Tata Tiago,2022,5.8,Third Party insurance,10000,20.09,5,Black,Kolkata
Petrol,SUV,Manual,1,Tata,Tata Nexon,2021,8.9,Zero Dep,4603,17.33,5,Green,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,2022,6.26,Third Party,7291,24.97,5,Silver,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10 Nios,2022,7.53,Comprehensive,2179,20.7,5,Blue,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2017,3.55,Third Party insurance,26226,18.9,5,Others,Kolkata
Diesel,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2016,3.99,Comprehensive,35000,20.14,5,Orange,Kolkata
Petrol,Hatchback,Manual,3,Hyundai,Hyundai EON,2014,2.09,Third Party,24622,21.1,5,Others,Kolkata
Diesel,Sedan,Manual,1,Mahindra Renault,Mahindra Renault Logan,2009,1.25,Third Party insurance,60000,19.2,5,Gray,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2011,1.99,Third Party,37647,20.36,5,Red,Kolkata
Diesel,SUV,Manual,1,Renault,Renault Duster,2014,3.54,Third Party,57321,20.45,5,Silver,Kolkata
Diesel,MUV,Automatic,1,Tata,Tata Hexa,2017,7.25,Comprehensive,67020,17.6,7,Blue,Kolkata
Petrol,SUV,Automatic,1,Renault,Renault Kiger,2022,10.5,Third Party insurance,20000,18.24,5,Others,Kolkata
Diesel,SUV,Manual,1,Hyundai,Hyundai Creta,2015,5.0,Third Party insurance,65000,19.67,5,White,Kolkata
Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2015,5.5,Third Party insurance,60000,15.29,5,Others,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai EON,2014,2.25,Third Party insurance,30000,21.1,5,Others,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2014,1.8,Third Party insurance,70000,22.74,5,Others,Kolkata
Petrol,Hatchback,Manual,1,Ford,Ford Figo,2010,1.65,Third Party insurance,50000,15.6,5,Green,Kolkata
Petrol,MUV,Manual,1,Honda,Honda Mobilio,2016,4.99,Third Party,24000,17.3,7,Brown,Kolkata
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,2010,1.7,Third Party insurance,50000,20.36,5,Others,Kolkata
Petrol,SUV,Manual,1,Honda,Honda WR-V,2017,5.7,Third Party insurance,40000,17.5,5,Black,Kolkata
Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2016,6.27,Third Party,71521,15.29,5,Silver,Kolkata
Petrol,Hatchback,Manual,1,Tata,Tata Altroz,2020,4.71,Third Party,42267,19.33,5,Red,Kolkata
Petrol,Hatchback,Manual,4,Maruti,Maruti Swift,2010,1.65,Third Party insurance,80000,16.1,5,Others,Kolkata
Petrol,Sedan,Automatic,1,Maruti,Maruti Ciaz,2018,7.28,Comprehensive,57986,19.12,5,Blue,Kolkata
Petrol,Hatchback,Automatic,1,Tata,Tata Tiago NRG,2022,6.59,Comprehensive,17252,20.09,5,Green,Kolkata
Petrol,Hatchback,Manual,2,Maruti,Maruti Zen Estilo,2010,1.2,Third Party insurance,70000,19.0,5,Others,Kolkata
Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2017,8.2,Third Party insurance,20817,16.0,7,Others,Kolkata
Petrol,SUV,Automatic,1,Jeep,Jeep Compass,2022,26.0,Third Party insurance,10000,14.1,5,Gray,Kolkata
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2010,2.22,Comprehensive,39579,22.41,5,Others,Kolkata
Petrol,Hatchback,Manual,3,Hyundai,Hyundai EON,2014,2.06,Comprehensive,21477,21.1,5,Silver,Kolkata
Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2017,18.5,Comprehensive,36899,17.9,5,Silver,Kolkata
Diesel,MUV,Manual,1,Maruti,Maruti Ertiga,2016,6.25,Third Party insurance,55000,24.52,7,White,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10 Nios,2021,6.5,Third Party,9000,20.7,5,White,Kolkata
Petrol,Hatchback,Manual,1,Ford,Ford Figo,2010,1.75,Third Party insurance,40000,15.6,5,Others,Kolkata
Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2019,8.99,Comprehensive,20000,17.0,5,Grey,Kolkata
Diesel,SUV,Manual,2,Mahindra,Mahindra Scorpio,2016,8.5,Third Party insurance,120000,15.4,7,Others,Kolkata
Petrol,Hatchback,Manual,2,Maruti,Maruti Alto K10,2017,2.8,Third Party insurance,30000,23.95,5,Others,Kolkata
Petrol,SUV,Automatic,1,Tata,Tata Nexon,2021,9.0,Third Party insurance,60000,16.35,5,Others,Kolkata
Diesel,SUV,Manual,1,Jeep,Jeep Compass,2021,25.5,Third Party insurance,10000,17.1,5,Red,Kolkata
Diesel,SUV,Manual,1,Jeep,Jeep Compass,2017,11.7,Comprehensive,55330,16.3,5,White,Kolkata
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2015,3.84,Comprehensive,32152,22.41,5,Others,Kolkata
Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2014,2.92,Third Party,66906,18.9,5,Silver,Kolkata
Diesel,SUV,Manual,1,Hyundai,Hyundai Creta,2016,7.0,Third Party insurance,56000,19.67,5,White,Kolkata
Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2020,6.47,Third Party,23055,18.24,5,Red,Kolkata
Diesel,SUV,Manual,1,Renault,Renault Captur,2018,6.86,Comprehensive,68132,20.37,5,Red,Kolkata
Diesel,Hatchback,Manual,2,Tata,Tata Indica,2011,1.4,Third Party insurance,60000,18.4,5,Gray,Kolkata
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2014,3.75,Third Party,76932,22.41,5,Others,Kolkata
Petrol,SUV,Automatic,1,MG,MG Hector,2020,14.0,Third Party insurance,60000,13.96,5,Others,Kolkata
Diesel,SUV,Automatic,1,Maruti,Maruti Vitara Brezza,2019,7.03,Comprehensive,89912,24.3,5,Others,Kolkata
Diesel,Sedan,Manual,1,Honda,Honda City,2014,3.64,Comprehensive,102813,26.0,5,Red,Kolkata
Diesel,Sedan,Manual,1,Honda,Honda City,2015,4.5,Third Party insurance,55155,26.0,5,Silver,Kolkata
Petrol,SUV,Manual,1,Mahindra,Mahindra KUV 100,2016,4.0,Third Party insurance,20000,18.15,6,Red,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2018,3.92,Third Party,70000,18.9,5,Maroon,Kolkata
Diesel,SUV,Automatic,2,Toyota,Toyota Fortuner,2018,27.0,Comprehensive,123153,15.04,7,Brown,Kolkata
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,2013,3.0,Third Party insurance,40000,20.36,5,Others,Kolkata
Diesel,SUV,Manual,1,Jeep,Jeep Compass,2021,24.75,Comprehensive,10830,17.1,5,Technometgrn+Gryroof,Kolkata
Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2018,8.6,Third Party insurance,50000,17.0,5,Others,Kolkata
Diesel,Sedan,Automatic,2,Audi,Audi A4,2017,20.0,Comprehensive,64846,18.25,5,White,Kolkata
Diesel,Sedan,Automatic,1,Audi,Audi A6,2018,28.5,Comprehensive,49100,18.53,5,Black,Kolkata
Diesel,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GL-Class,2014,25.0,Comprehensive,90089,11.3,7,White,Kolkata
Petrol,Sedan,Manual,1,Honda,Honda City,2014,3.72,Comprehensive,63950,17.4,5,Red,Kolkata
Petrol,Sedan,Automatic,2,Honda,Honda City,2018,9.15,Comprehensive,22990,18.0,5,Others,Kolkata
Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2016,27.49,Comprehensive,15077,13.0,5,White,Kolkata
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2014,3.23,Comprehensive,69273,22.41,5,Blue,Kolkata
Petrol,SUV,Manual,1,Ford,Ford Ecosport,2014,4.22,Comprehensive,75865,18.88,5,Others,Kolkata
Petrol,MUV,Manual,1,Kia,Kia Carens,2022,12.99,Comprehensive,4066,19.24556842105263,7,Blue,Kolkata
Petrol,SUV,Manual,1,Kia,Kia Seltos,2019,10.52,Third Party,67092,16.8,5,Black,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2012,2.28,Comprehensive,38000,18.6,5,Grey,Kolkata
Diesel,Sedan,Manual,1,Hyundai,Hyundai Verna,2012,3.12,Third Party insurance,78121,22.32,5,Others,Kolkata
Diesel,Sedan,Manual,1,Honda,Honda Amaze,2014,2.76,Third Party insurance,99103,25.8,5,Others,Kolkata
Petrol,Hatchback,Manual,1,Tata,Tata Tiago,2016,3.0,Third Party insurance,40000,23.84,5,Blue,Kolkata
Diesel,SUV,Manual,1,Hyundai,Hyundai Creta,2022,15.99,Comprehensive,9000,19.24556842105263,5,Light Silver,Kolkata
Diesel,SUV,Automatic,1,BMW,BMW X1,2020,34.99,Third Party insurance,10100,17.05,5,White,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2018,4.25,Comprehensive,27119,18.9,5,Silver,Kolkata
Petrol,SUV,Automatic,1,Hyundai,Hyundai Venue,2022,10.0,Third Party insurance,10000,18.15,5,Others,Kolkata
Diesel,MUV,Manual,1,Honda,Honda Mobilio,2014,3.99,Comprehensive,57000,24.2,7,Grey,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2017,3.95,Comprehensive,38000,18.9,5,Maroon,Kolkata
Diesel,SUV,Automatic,1,Mahindra,Mahindra XUV500,2019,13.5,Third Party insurance,50000,15.1,7,Others,Kolkata
Petrol,Hatchback,Manual,1,Ford,Ford Figo,2010,1.68,Third Party insurance,70000,15.6,5,Golden,Kolkata
Petrol,SUV,Automatic,2,Kia,Kia Seltos,2020,16.0,Third Party insurance,40000,16.5,5,Others,Kolkata
Diesel,SUV,Manual,1,Mahindra,Mahindra Bolero Neo,2022,9.78,Zero Dep,10891,17.29,7,Green,Kolkata
Petrol,Hatchback,Manual,1,Tata,Tata Tiago,2021,4.15,Third Party,29558,19.01,5,Red,Kolkata
Diesel,SUV,Automatic,1,Jeep,Jeep Compass,2020,17.0,Third Party insurance,18000,17.1,5,Red,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2018,4.89,Third Party insurance,29412,21.4,5,Blue,Kolkata
Diesel,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2015,2.87,Third Party,59037,24.0,5,Yellow,Kolkata
Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2022,53.0,Third Party insurance,10000,23.0,5,Others,Kolkata
Diesel,SUV,Automatic,1,Tata,Tata Nexon,2020,9.51,Third Party,73072,22.07,5,Green,Kolkata
Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2014,2.55,Comprehensive,37100,21.79,5,Golden,Kolkata
Petrol,Hatchback,Automatic,1,Maruti,Maruti Baleno,2019,6.63,Zero Dep,61113,21.4,5,Blue,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2013,1.79,Third Party,47606,22.05,5,Blue,Kolkata
Diesel,SUV,Manual,1,Hyundai,Hyundai Creta,2019,13.5,Third Party insurance,30000,19.67,5,Others,Kolkata
Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2015,3.0,Third Party insurance,80000,23.1,5,Others,Kolkata
Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2013,9.0,Third Party insurance,40000,19.27,5,Others,Kolkata
Diesel,SUV,Manual,1,Jeep,Jeep Compass,2019,15.5,Third Party,27000,17.1,5,Red,Kolkata
Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2019,13.5,Third Party insurance,80000,15.1,7,Others,Kolkata
Petrol,Sedan,Manual,1,Tata,Tata Zest,2015,3.25,Third Party insurance,30000,17.57,5,Others,Kolkata
Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2018,12.5,Third Party insurance,70000,15.1,7,Others,Kolkata
Diesel,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2014,2.7,Third Party insurance,90000,24.0,5,Others,Kolkata
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2021,7.6,Third Party insurance,20000,22.41,5,Others,Kolkata
Diesel,Sedan,Automatic,2,Audi,Audi A4,2014,10.0,Comprehensive,86947,16.55,5,Black,Kolkata
Petrol,SUV,Manual,1,Tata,Tata Nexon,2020,7.54,Third Party,17466,17.0,5,Others,Kolkata
Petrol,SUV,Manual,2,Honda,Honda WR-V,2017,5.91,Third Party,32844,17.5,5,Silver,Kolkata
Petrol,MUV,Manual,1,Maruti,Maruti XL6,2020,10.5,Third Party insurance,30000,19.01,6,Others,Kolkata
Petrol,Hatchback,Manual,1,Toyota,Toyota Etios Liva,2011,1.92,Comprehensive,78075,18.3,5,Silver,Kolkata
Petrol,Sedan,Manual,1,Honda,Honda City,2019,6.79,Comprehensive,36937,17.4,5,Others,Kolkata
Petrol,SUV,Manual,1,Honda,Honda WR-V,2017,6.0,Third Party insurance,50000,17.5,5,Gold,Kolkata
Petrol,Sedan,Automatic,2,Hyundai,Hyundai Verna,2018,8.1,Third Party,25314,17.0,5,Others,Kolkata
Diesel,SUV,Automatic,2,Land Rover,Land Rover Range Rover Evoque,2018,34.0,Third Party,51620,15.68,5,White,Kolkata
Petrol,Sedan,Manual,1,Volkswagen,Volkswagen Vento,2012,2.87,Third Party,93097,15.04,5,Blue,Kolkata
Petrol,Hatchback,Manual,3,Maruti,Maruti Wagon R,2010,1.4,Third Party,76672,18.9,5,Silver,Kolkata
Diesel,Sedan,Manual,2,Honda,Honda City,2015,5.25,Third Party,42000,25.1,5,Maroon,Kolkata
Diesel,Sedan,Automatic,3,BMW,BMW 6 Series,2018,39.0,Comprehensive,44226,17.09,4,White,Kolkata
Petrol,Sedan,Manual,2,Ford,Ford Fiesta,2009,1.2,Third Party insurance,30000,15.3,5,Silver,Kolkata
Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2013,2.0,Third Party insurance,40000,16.47,5,Others,Kolkata
Diesel,SUV,Automatic,1,Jeep,Jeep Meridian,2022,32.5,Third Party insurance,13400,15.7,7,Green,Kolkata
Petrol,Hatchback,Manual,1,Renault,Renault KWID,2019,3.4,Comprehensive,19720,23.01,5,Brown,Kolkata
Petrol,SUV,Automatic,1,Maruti,Maruti Grand Vitara,2023,19.0,Comprehensive,4732,27.97,5,Blue,Kolkata
Petrol,SUV,Automatic,1,MG,MG Hector Plus,2021,15.0,Comprehensive,38380,11.67,6,Black,Kolkata
Diesel,SUV,Manual,1,Mahindra,Mahindra Scorpio,2010,2.95,Comprehensive,67357,12.05,9,Green,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Zen Estilo,2010,99.0,Third Party insurance,40000,19.0,5,Others,Kolkata
Petrol,Hatchback,Manual,1,Tata,Tata Tiago,2019,3.57,Third Party insurance,35912,23.84,5,White,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,5.44,Third Party,22343,21.4,5,Blue,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai EON,2013,2.1,Third Party insurance,10000,21.1,5,Others,Kolkata
Diesel,SUV,Manual,2,Renault,Renault Duster,2015,4.13,Third Party,85735,19.64,5,Black,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto K10,2011,1.4,Comprehensive,42792,24.39,5,Orange,Kolkata
Diesel,SUV,Manual,1,Mahindra,Mahindra Scorpio,2020,11.95,Comprehensive,42503,19.24556842105263,7,White,Kolkata
Petrol,Hatchback,Manual,2,Maruti,Maruti Ritz,2011,1.4,Comprehensive,96609,18.5,5,Brown,Kolkata
Diesel,Hatchback,Manual,1,Honda,Honda Jazz,2015,2.5,Third Party insurance,78990,27.3,5,Silver,Kolkata
Petrol,Sedan,Manual,2,Honda,Honda City,2016,4.29,Comprehensive,51618,17.8,5,Others,Kolkata
Diesel,SUV,Manual,2,Mahindra,Mahindra XUV500,2019,11.11,Third Party insurance,83508,15.1,7,Blue,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Santro Xing,2007,1.0,Third Party insurance,40000,17.92,5,Others,Kolkata
Petrol,Sedan,Automatic,2,Skoda,Skoda Superb,2010,2.65,Third Party insurance,60000,12.6,5,Others,Kolkata
Petrol,SUV,Automatic,1,Mahindra,Mahindra XUV300,2021,10.25,Third Party insurance,25000,16.5,5,Red,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2022,8.55,Comprehensive,14636,21.0,5,Blue,Kolkata
Diesel,SUV,Manual,2,Mahindra,Mahindra XUV500,2016,7.0,Third Party insurance,80000,16.0,7,Others,Kolkata
Petrol,Sedan,Automatic,1,Honda,Honda Amaze,2021,8.3,Third Party insurance,20000,18.3,5,Others,Kolkata
Petrol,Sedan,Manual,1,Hyundai,Hyundai Aura,2020,6.91,Third Party insurance,20000,20.5,5,White,Kolkata
Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2018,7.99,Third Party,13000,17.0,5,Brown,Kolkata
Diesel,SUV,Manual,1,Jeep,Jeep Compass,2019,15.5,Third Party,22000,17.1,5,White,Kolkata
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2021,7.5,Third Party insurance,20000,22.41,5,Others,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Santro Xing,2014,1.78,Third Party,59005,17.92,5,White,Kolkata
Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2010,1.63,Third Party,71156,22.38,5,Others,Kolkata
Petrol,Sedan,Manual,1,Honda,Honda City,2018,6.62,Comprehensive,50000,17.4,5,Golden Brown,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2019,2.8,Third Party insurance,2707,22.05,5,White,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Santro,2020,3.72,Third Party,78211,20.3,5,White,Kolkata
Diesel,Sedan,Manual,1,Hyundai,Hyundai Verna,2017,6.0,Third Party insurance,67793,22.0,5,Silver,Kolkata
Diesel,Hatchback,Manual,1,Tata,Tata Tiago,2017,3.11,Third Party,48548,27.28,5,White,Kolkata
Diesel,Sedan,Manual,1,Ford,Ford Fiesta Classic,2013,2.0,Third Party insurance,150000,19.68,5,Others,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti A-Star,2010,1.62,Third Party,46559,19.0,5,Blue,Kolkata
Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2015,5.27,Comprehensive,93177,15.29,5,Blue,Kolkata
Diesel,Sedan,Automatic,3,Hyundai,Hyundai Elantra,2017,8.0,Third Party insurance,60000,18.23,5,Others,Kolkata
Diesel,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2017,27.5,Comprehensive,60001,17.9,5,Brown,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2014,2.99,Comprehensive,45000,18.6,5,Grey,Kolkata
Petrol,Sedan,Automatic,1,Hyundai,Hyundai Aura,2022,7.25,Third Party insurance,10000,20.1,5,Red,Kolkata
Petrol,Sedan,Manual,3,Hyundai,Hyundai Verna,2018,6.0,Third Party insurance,40000,19.1,5,Black,Kolkata
Diesel,Sedan,Automatic,1,Hyundai,Hyundai Verna,2019,9.0,Third Party insurance,38506,22.0,5,Grey,Kolkata
Petrol,Sedan,Manual,1,Honda,Honda Amaze,2015,2.75,Third Party insurance,60000,18.0,5,Others,Kolkata
Petrol,Hatchback,Automatic,1,Renault,Renault KWID,2021,4.8,Third Party insurance,10000,22.0,5,Brown,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2008,1.3,Third Party insurance,50000,19.81,5,Silver,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,2017,3.25,Comprehensive,28000,23.1,5,Red,Kolkata
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,2011,1.57,Third Party,49342,19.81,5,Red,Kolkata
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,2010,1.77,Third Party,76725,20.36,5,Red,Kolkata
Petrol,Hatchback,Manual,2,Maruti,Maruti A-Star,2009,1.0,Third Party insurance,80000,19.0,5,Others,Kolkata
Diesel,SUV,Manual,1,Tata,Tata Nexon,2018,5.1,Third Party insurance,83234,21.5,5,Red,Kolkata
Petrol,SUV,Manual,1,Renault,Renault Kiger,2021,7.12,Third Party insurance,9595,19.17,5,White,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2018,5.0,Third Party insurance,30000,21.4,5,Others,Kolkata
Petrol,SUV,Manual,1,Renault,Renault Kiger,2021,8.11,Comprehensive,6948,20.5,5,Blue,Kolkata
Petrol,SUV,Manual,1,Ford,Ford Ecosport,2015,4.25,Comprehensive,45000,18.88,5,White,Kolkata
Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Grand i10 Nios,2022,6.94,Comprehensive,9943,20.7,5,Blue,Kolkata
Petrol,Hatchback,Manual,3,Maruti,Maruti Alto 800,2013,1.7,Comprehensive,31062,22.74,5,Grey,Kolkata
Petrol,Hatchback,Manual,2,Renault,Renault KWID,2017,2.55,Third Party insurance,40000,23.01,5,Others,Kolkata
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,2010,1.85,Third Party insurance,57000,20.36,5,Golden,Kolkata
Diesel,Sedan,Automatic,1,Chevrolet,Chevrolet Cruze,2011,3.5,Third Party insurance,60000,18.1,5,Black,Kolkata
Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2019,10.25,Comprehensive,23000,15.29,5,White,Kolkata
Diesel,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2018,4.3,Third Party insurance,50000,24.0,5,Others,Kolkata
Petrol,Sedan,Automatic,2,Honda,Honda City,2020,8.5,Third Party insurance,30000,17.4,5,Others,Kolkata
Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2018,10.49,Comprehensive,55000,16.0,7,Silver,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2021,9.0,Third Party insurance,20000,21.0,5,Others,Kolkata
Petrol,Hatchback,Manual,1,Toyota,Toyota Etios Liva,2015,3.0,Third Party insurance,50000,17.71,5,Others,Kolkata
Diesel,Sedan,Manual,1,Honda,Honda Amaze,2016,3.92,Comprehensive,46940,27.4,5,Brown,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2022,5.78,Comprehensive,12315,23.56,5,Silver,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2013,2.1,Comprehensive,15584,22.74,5,Silver,Kolkata
Diesel,Sedan,Manual,1,Honda,Honda City,2014,4.1,Comprehensive,64400,26.0,5,Maroon,Kolkata
Petrol,Hatchback,Automatic,1,Maruti,Maruti Swift,2018,6.16,Comprehensive,13067,21.21,5,Orange,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2021,3.32,Comprehensive,15264,22.05,5,Silver,Kolkata
Diesel,SUV,Automatic,1,Kia,Kia Seltos,2022,18.25,Comprehensive,11853,18.0,5,Green,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto K10,2019,3.79,Comprehensive,7843,23.95,5,Grey,Kolkata
Petrol,Hatchback,Automatic,1,Hyundai,Hyundai i20,2021,8.5,Third Party insurance,2501,19.65,5,Blue,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2022,3.79,Comprehensive,9285,22.05,5,Grey,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2014,2.1,Comprehensive,51215,22.74,5,Blue,Kolkata
Diesel,SUV,Automatic,1,Mahindra,Mahindra Scorpio N,2022,22.99,Third Party insurance,23400,19.24556842105263,7,Black,Kolkata
