Fuel type,body type,transmission,ownerNo,Brand,model,modelYear,price,Insurance Validity,Kms Driven,Mileage,Seats,Color,City
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2021,7.04,Third Party,57464,22.38,5,Silver,Chennai
Petrol,Sedan,Manual,1,Honda,Honda Amaze,2019,7.29,Comprehensive,95072,19.5,5,Grey,Chennai
Petrol,Sedan,Automatic,1,Honda,Honda City,2014,7.0,Comprehensive,51789,18.0,5,Silver,Chennai
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2018,6.19,Third Party,56028,18.6,5,White,Chennai
Petrol,Sedan,Manual,1,Honda,Honda City,2017,7.25,Third Party insurance,60000,17.8,5,Others,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10 Nios,2020,6.21,Zero Dep,36460,20.7,5,Others,Chennai
Petrol,Sedan,Manual,1,Honda,Honda Amaze,2020,6.85,Zero Dep,103249,19.5,5,Green,Chennai
Petrol,Sedan,Manual,1,Honda,Honda City,2021,9.5,Third Party insurance,45568,18.6,5,Grey,Chennai
Diesel,SUV,Automatic,1,Ford,Ford Endeavour,2017,18.5,Comprehensive,130000,12.62,7,Maroon,Chennai
Diesel,SUV,Manual,1,MG,MG Hector Plus,2021,18.5,Third Party insurance,60000,16.65,6,Others,Chennai
Diesel,Sedan,Manual,1,Skoda,Skoda Rapid,2013,4.1,Comprehensive,100521,20.5,5,White,Chennai
Petrol,Sedan,Manual,1,Volkswagen,Volkswagen Ameo,2019,5.7,Comprehensive,42709,19.44,5,Brown,Chennai
Diesel,SUV,Manual,2,Mahindra,Mahindra TUV 300,2016,5.5,Third Party insurance,150000,18.49,7,Others,Chennai
Petrol,Sedan,Manual,1,Honda,Honda City,2015,6.0,Third Party insurance,100000,17.4,5,Others,Chennai
Diesel,Sedan,Manual,3,Volkswagen,Volkswagen Jetta,2009,2.26,Third Party insurance,120000,15.0,5,Black,Chennai
Petrol,Sedan,Automatic,1,Hyundai,Hyundai Elantra,2018,13.5,Comprehensive,30000,14.62,5,Blue,Chennai
Diesel,Sedan,Automatic,1,BMW,BMW 3 Series,2016,26.0,Third Party insurance,70000,22.69,5,Others,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2014,3.65,Third Party insurance,104279,18.9,5,Others,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20 Active,2018,7.07,Comprehensive,73321,17.19,5,White,Chennai
Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2017,8.0,Third Party insurance,50000,17.0,5,Others,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Santro,2018,5.2,Zero Dep,34279,20.3,5,Silver,Chennai
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2016,6.02,Comprehensive,55040,18.6,5,Blue,Chennai
Diesel,Sedan,Automatic,2,Hyundai,Hyundai Verna,2018,10.5,Comprehensive,39000,22.0,5,White,Chennai
Diesel,Hatchback,Manual,2,Hyundai,Hyundai i20,2014,5.46,Comprehensive,104336,22.54,5,Red,Chennai
Diesel,Sedan,Automatic,3,Volvo,Volvo S90,2019,34.75,Comprehensive,45000,18.0,5,White,Chennai
Petrol,Sedan,Manual,1,Honda,Honda City,2020,11.88,Third Party,69617,18.6,5,Red,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2016,6.21,Comprehensive,47429,18.6,5,Blue,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2015,5.15,Comprehensive,67000,21.21,5,Grey,Chennai
Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2016,6.0,Third Party insurance,80000,16.2,5,Others,Chennai
Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2018,7.75,Comprehensive,27000,18.78,5,Grey,Chennai
Diesel,SUV,Manual,2,Ford,Ford Ecosport,2016,6.45,Comprehensive,56000,22.77,5,Blue,Chennai
Petrol,Sedan,Manual,1,Honda,Honda Amaze,2018,6.5,Comprehensive,33379,18.6,5,White,Chennai
Diesel,Sedan,Manual,1,Maruti,Maruti Ciaz,2017,7.0,Third Party insurance,80000,28.09,5,Blue,Chennai
Petrol,Sedan,Manual,1,Hyundai,Hyundai Xcent,2016,4.37,Third Party insurance,90000,19.1,5,Others,Chennai
Petrol,Sedan,Manual,1,Hyundai,Hyundai Xcent,2015,4.6,Third Party insurance,50197,19.1,5,Red,Chennai
Petrol,Sedan,Manual,2,Hyundai,Hyundai Accent,2012,2.5,Third Party insurance,80000,16.36,5,Others,Chennai
Petrol,Hatchback,Manual,0,Honda,Honda Jazz,2016,5.2,Third Party insurance,60611,18.7,5,Brown,Chennai
Petrol,SUV,Manual,3,Ford,Ford Ecosport,2017,5.66,Third Party insurance,61120,15.85,5,White,Chennai
Petrol,Hatchback,Manual,1,Renault,Renault KWID,2019,4.03,Third Party insurance,55415,23.01,5,Others,Chennai
Diesel,SUV,Automatic,1,Jaguar,Jaguar F-Pace,2018,49.5,Comprehensive,52000,16.38,5,White,Chennai
Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2015,5.17,Comprehensive,48579,18.7,5,Brown,Chennai
Petrol,Sedan,Manual,2,Hyundai,Hyundai Xcent,2016,4.49,Third Party insurance,59532,19.1,5,Red,Chennai
Petrol,Sedan,Manual,2,Honda,Honda City,2014,4.55,Comprehensive,200300,17.0,5,TITANIUM GREY,Chennai
Petrol,Sedan,Manual,1,Volkswagen,Volkswagen Jetta,2014,6.43,Third Party,113231,14.69,5,White,Chennai
Diesel,SUV,Manual,2,Mahindra,Mahindra TUV 300,2018,7.05,Comprehensive,106338,18.49,7,Silver,Chennai
Diesel,Hatchback,Manual,1,Tata,Tata Altroz,2021,8.89,Third Party,40629,23.64,5,Blue,Chennai
Diesel,Sedan,Automatic,2,Maruti,Maruti Swift Dzire,2016,6.21,Third Party insurance,73341,26.59,5,Red,Chennai
Diesel,Sedan,Automatic,2,BMW,BMW 3 Series,2011,14.0,Comprehensive,39001,22.69,5,Black,Chennai
Petrol,Sedan,Manual,1,Honda,Honda City,2014,6.3,Comprehensive,81532,17.4,5,Silver,Chennai
Petrol,Sedan,Manual,1,Honda,Honda City,2015,5.3,Third Party insurance,108818,17.4,5,Red,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,6.78,Third Party insurance,35419,21.01,5,Blue,Chennai
Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2011,12.0,Third Party insurance,80000,19.71,5,White,Chennai
Diesel,Sedan,Manual,2,Renault,Renault Fluence,2014,5.24,Third Party insurance,100000,20.4,5,Silver,Chennai
Diesel,Sedan,Automatic,1,Audi,Audi A4,2014,21.5,Comprehensive,12000,17.11,5,White,Chennai
Diesel,Sedan,Manual,1,Hyundai,Hyundai Verna,2011,6.75,Comprehensive,70001,22.32,5,White,Chennai
Diesel,Sedan,Manual,1,Hyundai,Hyundai Xcent,2014,4.7,Comprehensive,61331,24.4,5,Silver,Chennai
Diesel,Sedan,Manual,1,Honda,Honda Amaze,2014,5.3,Third Party insurance,51438,25.8,5,Silver,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Santro,2019,4.63,Comprehensive,67988,20.3,5,Green,Chennai
Petrol,Hatchback,Automatic,2,Honda,Honda Jazz,2019,7.27,Zero Dep,36032,18.2,5,Silver,Chennai
Petrol,Sedan,Manual,1,Honda,Honda City,2015,5.15,Comprehensive,114883,17.4,5,White,Chennai
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2016,5.47,Zero Dep,88584,22.41,5,Silver,Chennai
Diesel,Hatchback,Manual,2,Maruti,Maruti Ritz,2012,3.07,Third Party insurance,97419,23.2,5,Red,Chennai
Petrol,SUV,Automatic,1,BMW,BMW X3,2019,48.0,Third Party insurance,70000,13.17,5,Others,Chennai
Diesel,SUV,Manual,2,Ford,Ford Ecosport,2015,5.29,Comprehensive,106498,22.7,5,Blue,Chennai
Petrol,SUV,Automatic,1,BMW,BMW X3,2019,48.0,Third Party insurance,70000,13.17,5,Others,Chennai
Diesel,Hatchback,Manual,2,Maruti,Maruti Swift,2016,6.24,Comprehensive,68177,25.2,5,White,Chennai
Petrol,Sedan,Manual,1,Skoda,Skoda Slavia,2022,18.16,Zero Dep,27524,18.72,5,White,Chennai
Diesel,SUV,Manual,1,Maruti,Maruti SX4 S Cross,2017,8.5,Comprehensive,75471,23.65,5,White,Chennai
Petrol,Sedan,Manual,1,Honda,Honda Amaze,2021,7.45,Comprehensive,8000,18.6,5,Silver,Chennai
Petrol,MUV,Automatic,1,Kia,Kia Carens,2022,16.9,Comprehensive,13200,19.24556842105263,6,Red,Chennai
Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2021,11.5,Third Party insurance,20000,19.24556842105263,5,Others,Chennai
Diesel,SUV,Automatic,1,Citroen,Citroen C5 Aircross,2022,30.0,Third Party insurance,20000,18.6,5,Silver,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto K10,2017,3.1,Comprehensive,60730,23.95,5,Grey,Chennai
Petrol,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2016,4.95,Comprehensive,44494,20.85,5,Grey,Chennai
Petrol,MUV,Manual,1,Maruti,Maruti Ertiga,2017,8.0,Third Party insurance,20000,17.5,7,Gray,Chennai
Diesel,SUV,Automatic,1,Tata,Tata Nexon,2019,8.25,Comprehensive,45673,21.5,5,Grey,Chennai
Diesel,SUV,Manual,1,Toyota,Toyota Fortuner,2020,35.75,Comprehensive,26000,14.24,7,White,Chennai
Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2017,7.74,Third Party,51878,17.01,5,Others,Chennai
Petrol,Hatchback,Automatic,1,Nissan,Nissan Micra,2017,5.25,Third Party,56747,19.15,5,Blue,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2018,6.0,Comprehensive,38000,20.4,5,White,Chennai
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2016,5.82,Zero Dep,76457,18.6,5,Red,Chennai
Petrol,Hatchback,Manual,2,Honda,Honda Jazz,2017,5.51,Comprehensive,78880,18.7,5,White,Chennai
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2015,5.25,Comprehensive,19593,20.85,5,Grey,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2016,5.83,Zero Dep,84429,18.6,5,Silver,Chennai
Diesel,Hatchback,Manual,1,Hyundai,Hyundai i20,2021,8.25,Third Party insurance,27599,25.0,5,Silver,Chennai
Petrol,MUV,Manual,1,Renault,Renault Triber,2020,6.7,Zero Dep,76898,20.0,7,White,Chennai
Petrol,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,2013,3.96,Comprehensive,119070,16.47,5,Silver,Chennai
Diesel,Hatchback,Manual,2,Tata,Tata Indica,2004,49.0,Third Party insurance,120000,13.5,5,White,Chennai
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2017,5.9,Third Party insurance,32199,20.85,5,White,Chennai
Petrol,Hatchback,Manual,1,Tata,Tata Tiago,2016,4.0,Comprehensive,85607,23.84,5,Orange,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,7.0,Third Party insurance,30000,21.4,5,Others,Chennai
Diesel,SUV,Manual,1,Mahindra,Mahindra TUV 300,2017,7.0,Third Party insurance,80000,18.49,7,Others,Chennai
Diesel,SUV,Manual,1,Mahindra,Mahindra Scorpio,2019,11.5,Comprehensive,1200000,19.24556842105263,7,White,Chennai
Petrol,Hatchback,Automatic,1,Honda,Honda Jazz,2016,5.95,Comprehensive,45429,19.0,5,Silver,Chennai
Petrol,Hatchback,Manual,1,Renault,Renault KWID,2019,4.6,Comprehensive,9000,22.25,5,Red,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2019,3.95,Comprehensive,31000,24.7,5,Grey,Chennai
Diesel,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2013,4.35,Comprehensive,81488,20.14,5,Red,Chennai
Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2019,6.66,Third Party,94439,18.78,5,Red,Chennai
Petrol,Hatchback,Manual,3,Maruti,Maruti Swift,2013,3.8,Third Party insurance,98481,22.38,5,Silver,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2018,7.0,Third Party insurance,20000,21.4,5,Others,Chennai
Diesel,Sedan,Automatic,2,Volkswagen,Volkswagen Vento,2016,6.92,Comprehensive,100894,22.15,5,Brown,Chennai
Diesel,Hatchback,Manual,1,Maruti,Maruti Swift,2016,5.9,Third Party insurance,86215,25.2,5,Silver,Chennai
Diesel,Sedan,Manual,2,Ford,Ford Fiesta,2006,1.25,Third Party insurance,120000,17.8,5,Silver,Chennai
Petrol,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,2017,5.2,Third Party,98115,16.2,5,White,Chennai
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2019,6.95,Third Party insurance,47125,17.5,5,Grey,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2022,6.07,Third Party,4453,23.56,5,Maroon,Chennai
Petrol,SUV,Manual,1,Tata,Tata Punch,2022,6.88,Third Party,9991,20.09,5,Blue,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2021,6.6,Comprehensive,4564,18.9,5,Silver,Chennai
Diesel,Hatchback,Manual,1,Ford,Ford Figo,2012,2.5,Comprehensive,108713,20.0,5,Red,Chennai
Petrol,Sedan,Manual,1,Honda,Honda City,2021,12.45,Comprehensive,13000,18.6,5,Silver,Chennai
Petrol,SUV,Manual,2,Honda,Honda WR-V,2017,5.75,Comprehensive,55450,17.5,5,Silver,Chennai
Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2016,8.45,Comprehensive,49000,13.0,5,Grey,Chennai
Petrol,Sedan,Manual,1,Hyundai,Hyundai Xcent,2015,4.05,Comprehensive,86694,20.14,5,Red,Chennai
Diesel,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2013,3.0,Third Party insurance,150000,23.4,5,White,Chennai
Petrol,Sedan,Manual,0,Honda,Honda City,2019,9.25,Third Party insurance,25284,17.4,5,Silver,Chennai
Petrol,Hatchback,Manual,1,Toyota,Toyota Glanza,2021,7.5,Third Party insurance,30000,21.01,5,Others,Chennai
Diesel,Sedan,Automatic,2,BMW,BMW 3 Series,2015,13.0,Third Party insurance,109000,18.88,5,Burgundy,Chennai
Petrol,MUV,Manual,1,Kia,Kia Carens,2022,17.14,Comprehensive,4605,16.2,6,Black,Chennai
Petrol,SUV,Manual,1,Kia,Kia Sonet,2020,9.28,Comprehensive,49218,18.2,5,Silver,Chennai
Petrol,Sedan,Manual,1,Honda,Honda City,2021,9.5,Comprehensive,45568,18.6,5,Grey,Chennai
Petrol,SUV,Manual,1,Tata,Tata Punch,2022,7.02,Third Party,36035,20.09,5,Silver,Chennai
Diesel,SUV,Manual,1,Mahindra,Mahindra XUV300,2020,8.45,Comprehensive,45242,20.1,5,Silver,Chennai
Diesel,SUV,Automatic,2,Land Rover,Land Rover Discovery Sport,2018,34.75,Comprehensive,38000,12.51,7,White,Chennai
Petrol,Hatchback,Automatic,1,Tata,Tata Tiago,2019,5.13,Comprehensive,52979,23.84,5,Grey,Chennai
Diesel,Sedan,Manual,2,Honda,Honda Amaze,2015,5.7,Third Party insurance,67130,24.7,5,Silver,Chennai
Petrol,SUV,Manual,1,Honda,Honda BR-V,2018,8.51,Comprehensive,19595,15.4,7,Silver,Chennai
Diesel,SUV,Manual,1,Mahindra,Mahindra Scorpio N,2022,23.5,Third Party,23183,19.24556842105263,7,Black,Chennai
Diesel,Sedan,Automatic,1,BMW,BMW 3 Series Gran Limousine,2022,57.9,Comprehensive,15000,19.62,5,White,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,2014,3.7,Comprehensive,67558,23.1,5,Grey,Chennai
Petrol,SUV,Manual,1,Hyundai,Hyundai Alcazar,2021,19.0,Third Party insurance,40000,14.5,6,Others,Chennai
Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2014,4.6,Comprehensive,55664,16.47,5,Black,Chennai
Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2014,4.6,Third Party insurance,55664,16.47,5,Black,Chennai
Diesel,Hatchback,Manual,1,Hyundai,Hyundai i20,2013,3.65,Comprehensive,109324,21.9,5,Grey,Chennai
Diesel,SUV,Automatic,1,Skoda,Skoda Kodiaq,2018,26.0,Comprehensive,118008,16.25,7,Black,Chennai
Diesel,SUV,Manual,1,Renault,Renault Duster,2016,7.9,Comprehensive,72000,19.72,5,White,Chennai
Diesel,Hatchback,Manual,1,Maruti,Maruti Swift,2013,4.5,Comprehensive,86630,22.9,5,Blue,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2014,3.7,Comprehensive,82476,20.51,5,Blue,Chennai
Petrol,Hatchback,Automatic,2,Hyundai,Hyundai Grand i10 Nios,2019,6.65,Third Party,27749,20.7,5,White,Chennai
Petrol,SUV,Automatic,1,Hyundai,Hyundai Venue,2020,10.36,Third Party,21609,18.15,5,Red,Chennai
Petrol,Sedan,Manual,1,Honda,Honda City,2019,8.75,Third Party insurance,89609,16.0,5,White,Chennai
Diesel,Hatchback,Manual,2,Ford,Ford Freestyle,2019,5.39,Comprehensive,83556,24.4,5,Silver,Chennai
Petrol,SUV,Manual,1,Tata,Tata Punch,2022,8.47,Third Party,31513,20.09,5,Green,Chennai
Petrol,Sedan,Manual,1,Honda,Honda City,2016,7.55,Third Party insurance,45939,17.4,5,Brown,Chennai
Petrol,Hatchback,Manual,1,Tata,Tata Tiago,2020,4.96,Third Party insurance,40531,19.01,5,White,Chennai
Diesel,MUV,Manual,3,Mahindra,Mahindra Bolero,2009,3.75,Third Party insurance,120000,13.6,7,Others,Chennai
Petrol,SUV,Automatic,1,Maruti,Maruti Vitara Brezza,2020,10.09,Third Party,17663,18.76,5,Red,Chennai
Petrol,Hatchback,Manual,3,Hyundai,Hyundai Grand i10,2013,3.39,Third Party,77706,18.9,5,Maroon,Chennai
Diesel,SUV,Automatic,1,Audi,Audi Q7,2016,49.0,Comprehensive,49000,14.75,7,White,Chennai
Diesel,SUV,Automatic,1,Volvo,Volvo XC 90,2019,68.0,Comprehensive,60000,17.2,7,Blue,Chennai
Diesel,Sedan,Automatic,1,BMW,BMW 3 Series,2018,34.0,Comprehensive,35000,20.37,5,Blue,Chennai
Diesel,SUV,Automatic,1,Jaguar,Jaguar F-Pace,2018,50.0,Comprehensive,54000,16.38,5,White,Chennai
Petrol,Sedan,Manual,1,Honda,Honda New Accord,2010,5.19,Third Party insurance,110000,12.8,5,Others,Chennai
Diesel,SUV,Automatic,2,Audi,Audi Q7,2013,21.5,Comprehensive,135000,12.07,7,Yellow,Chennai
Diesel,Sedan,Automatic,1,Audi,Audi A4,2012,14.5,Comprehensive,80000,17.11,5,Silver,Chennai
Diesel,SUV,Manual,1,Maruti,Maruti SX4 S Cross,2018,8.25,Third Party insurance,72020,23.65,5,Blue,Chennai
Diesel,MUV,Manual,1,Toyota,Toyota Innova Crysta,2017,18.5,Comprehensive,98000,13.68,7,Silver,Chennai
Petrol,Hatchback,Manual,0,Maruti,Maruti Alto,2007,1.65,Third Party insurance,36385,19.7,5,Red,Chennai
Diesel,SUV,Manual,1,Hyundai,Hyundai Alcazar,2022,19.91,Third Party,4259,20.4,7,Silver,Chennai
Diesel,SUV,Automatic,1,Tata,Tata Harrier,2021,19.94,Third Party,12925,14.6,5,Black,Chennai
Petrol,SUV,Automatic,1,Volkswagen,Volkswagen Taigun,2022,16.45,Comprehensive,27000,17.88,5,Maroon,Chennai
Petrol,SUV,Manual,2,Tata,Tata Nexon,2019,7.19,Comprehensive,27425,17.0,5,Red,Chennai
Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2021,6.33,Zero Dep,13126,26.0,5,Red,Chennai
Petrol,MUV,Manual,1,Maruti,Maruti Ertiga,2018,7.99,Third Party insurance,57000,19.34,7,Silver,Chennai
Petrol,Hatchback,Automatic,2,Maruti,Maruti Baleno,2020,8.61,Comprehensive,24500,21.4,5,Silver,Chennai
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2020,6.1,Third Party insurance,40000,22.41,5,Gray,Chennai
Petrol,MUV,Manual,1,Renault,Renault Triber,2021,7.49,Zero Dep,27216,20.0,7,White,Chennai
Petrol,Hatchback,Manual,1,Tata,Tata Tiago,2021,6.48,Comprehensive,12060,19.01,5,Blue,Chennai
Diesel,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2009,2.5,Third Party insurance,150000,19.3,5,Others,Chennai
Petrol,Hatchback,Manual,2,Hyundai,Hyundai EON,2012,2.65,Comprehensive,46931,21.1,5,Red,Chennai
Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2014,4.9,Comprehensive,60000,16.47,5,Grey,Chennai
Petrol,SUV,Manual,1,Kia,Kia Seltos,2020,15.9,Third Party insurance,45787,16.5,5,Black,Chennai
Petrol,Sedan,Manual,2,Tata,Tata Indigo,2009,1.14,Third Party insurance,80000,14.4,5,Others,Chennai
Diesel,Sedan,Manual,1,Honda,Honda Amaze,2014,4.75,Comprehensive,44000,25.8,5,Silver,Chennai
Petrol,Sedan,Automatic,1,Honda,Honda Amaze,2020,9.73,Third Party insurance,4786,18.3,5,White,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2018,6.3,Comprehensive,39024,18.6,5,Grey,Chennai
Petrol,Sedan,Automatic,1,BMW,BMW 3 Series Gran Limousine,2022,58.5,Comprehensive,6000,15.3,5,Blue,Chennai
Petrol,Hatchback,Manual,1,Tata,Tata Nano,2014,1.5,Third Party insurance,40000,25.4,4,Violet,Chennai
Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2018,8.27,Third Party insurance,114386,15.8,5,White,Chennai
Petrol,MUV,Manual,1,Renault,Renault Triber,2022,7.15,Third Party,27369,20.0,7,Others,Chennai
Diesel,MUV,Manual,1,Toyota,Toyota Innova Crysta,2019,21.0,Comprehensive,58000,13.68,7,Purple,Chennai
Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2019,5.69,Comprehensive,16561,18.9,5,Blue,Chennai
Petrol,Hatchback,Manual,1,Renault,Renault KWID,2021,4.9,Comprehensive,23328,21.74,5,Blue,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti S-Presso,2020,4.85,Comprehensive,16473,21.7,5,Red,Chennai
Petrol,Hatchback,Manual,2,Honda,Honda Brio,2017,4.52,Third Party,46375,18.5,5,Silver,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti S-Presso,2020,4.85,Comprehensive,16473,21.7,5,Red,Chennai
Petrol,Hatchback,Automatic,1,Maruti,Maruti Baleno,2017,6.22,Comprehensive,91799,21.4,5,Blue,Chennai
Petrol,Hatchback,Manual,3,Hyundai,Hyundai i20,2016,5.54,Comprehensive,38919,18.6,5,Red,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2016,3.75,Comprehensive,70235,18.9,5,Grey,Chennai
Petrol,Sedan,Automatic,1,Honda,Honda Amaze,2020,9.67,Third Party insurance,3989,18.3,5,Golden Brown,Chennai
Diesel,Sedan,Manual,1,Honda,Honda Amaze,2015,4.75,Comprehensive,91773,24.7,5,TITANIUM GREY,Chennai
Petrol,Hatchback,Manual,2,Maruti,Maruti Alto 800,2019,3.2,Third Party insurance,60000,22.05,5,Others,Chennai
Petrol,Sedan,Manual,1,Honda,Honda Amaze,2018,6.95,Comprehensive,28906,18.6,5,Silver,Chennai
Diesel,Hatchback,Manual,1,Maruti,Maruti Celerio,2016,3.5,Third Party insurance,150000,27.62,5,Blue,Chennai
Petrol,Hatchback,Manual,3,Hyundai,Hyundai i20,2009,2.5,Third Party insurance,70000,17.0,5,Others,Chennai
Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2017,12.5,Comprehensive,70000,16.0,7,Orange,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2014,2.6,Third Party insurance,43428,22.74,5,Grey,Chennai
Diesel,Hatchback,Manual,1,Chevrolet,Chevrolet Beat,2013,2.85,Comprehensive,67000,25.44,5,White,Chennai
Petrol,Hatchback,Automatic,1,Maruti,Maruti Baleno,2017,6.16,Comprehensive,70528,21.4,5,Orange,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2016,5.94,Third Party insurance,35413,18.6,5,White,Chennai
Petrol,Hatchback,Manual,2,Maruti,Maruti Alto 800,2018,3.2,Third Party insurance,40000,24.7,5,Others,Chennai
Petrol,Hatchback,Automatic,1,Honda,Honda Jazz,2017,6.47,Third Party insurance,66285,19.0,5,White,Chennai
Petrol,SUV,Automatic,1,Kia,Kia Seltos,2019,14.0,Zero Dep,83129,16.5,5,White,Chennai
Petrol,Sedan,Manual,1,Honda,Honda City,2016,6.0,Comprehensive,87055,17.4,5,White,Chennai
Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2019,5.05,Third Party insurance,37218,18.9,5,Others,Chennai
Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,2019,9.0,Third Party insurance,60000,18.27,5,Others,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2019,7.3,Third Party insurance,33640,18.6,5,Blue,Chennai
Petrol,Hatchback,Manual,1,Ford,Ford Freestyle,2020,6.48,Comprehensive,23608,18.5,5,White,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2013,4.35,Comprehensive,22353,18.5,5,Silver,Chennai
Diesel,Sedan,Automatic,1,Skoda,Skoda Rapid,2017,9.0,Third Party insurance,120000,21.72,5,Others,Chennai
Petrol,Sedan,Manual,1,Honda,Honda City,2018,7.4,Comprehensive,54241,17.4,5,Silver,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2012,3.2,Third Party insurance,86173,21.79,5,Blue,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2011,2.95,Comprehensive,91143,20.36,5,Red,Chennai
Diesel,SUV,Manual,1,Mahindra,Mahindra TUV 300,2016,7.9,Comprehensive,36000,18.49,7,Red,Chennai
Petrol,Sedan,Manual,1,Honda,Honda City,2015,5.3,Third Party insurance,108818,17.4,5,Red,Chennai
Diesel,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,2011,3.15,Third Party insurance,120000,22.07,5,Others,Chennai
Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2008,8.5,Comprehensive,107000,14.84,5,Black,Chennai
Petrol,Sedan,Manual,1,Honda,Honda City,2014,5.7,Comprehensive,90530,17.0,5,TITANIUM GREY,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2016,5.76,Comprehensive,77957,18.6,5,Red,Chennai
Petrol,SUV,Manual,2,Hyundai,Hyundai Creta,2017,8.42,Third Party insurance,81394,13.0,5,White,Chennai
Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,2017,6.75,Third Party insurance,64341,20.73,5,Blue,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2017,5.18,Comprehensive,33407,18.9,5,Silver,Chennai
Petrol,Hatchback,Manual,1,Datsun,Datsun RediGO,2021,3.97,Comprehensive,14811,20.71,5,Blue,Chennai
Petrol,Sedan,Manual,1,Skoda,Skoda Rapid,2017,7.75,Comprehensive,37000,14.3,5,Grey,Chennai
Diesel,SUV,Manual,2,Jeep,Jeep Compass,2017,11.66,Third Party,49326,17.1,5,Red,Chennai
